Subject;Course Code;Course Name;Course Description;Summary;Course Number;Total Courses;Course Rank;category;Monday;Tuesday;Wednesday;Thursday;Friday;Time;TimeOfDay
English;ENGL 1190Y;Editing as Revision;This fully gamified course, organized by historically-based writing guilds and their competitors in bookselling, introduces students to content, copy, and proofs editing as revision praxis. Students will edit publishable texts inside an imaginative game-world, learning editing strategies that help expert authors revise scholarly nonfiction—strategies students will find useful in working with their own writing as well. Class will be capped at 17. Prerequisite: ENGL0930 or any 1000-level nonfiction writing course. Preference will be given to English concentrators. Banner registrations after classes begin require instructor approval. Open to juniors and seniors only. Instructor permission required. S/NC.;;1190;47;22;2;1;0;1;0;1;2pm;Afternoon
English;ENGL 1310H;The Origins of American Literature;Where does American literature begin? Can it be said to have a single point of origin? Can writings by people who did not consider themselves American be the source of our national literary tradition? Does such a tradition even exist and, if so, what are its main characteristics? How does one understand the various diverse traditions that constitute American literature, including African-American, Native American, and many others, into a single object of study--or does one even need to? Authors may include de Vaca, Anne Bradstreet, Benjamin Franklin, and Phillis Wheatley.;;1310;47;23;2;1;0;1;0;1;11am;Morning
English;ENGL 1311N;England and the Renaissance;New approaches to Latin and Greek letters—the studia humanitatis—that flourished in 14th century Italy rapidly emerged in England in the early 16th century. What does it mean to claim that England had a renaissance? Texts include More's Utopia and Richard III, Erasmus’s Praise of Folly, Ascham’s Scholemaster, poetry from Wyatt and Surrey through Jonson, Donne, Herrick, and Milton.;;1311;47;24;2;1;0;1;0;1;2pm;Afternoon
English;ENGL 1361P;Shakespeare's Girls;"From his witty comic heroines to his misogynist stereotypes, Shakespeare's relationship to the ""woman question"" has long been debated. Taking Shakespeare's plays and poems alongside key texts from feminist reception history, this course asks: what can Shakespeare teach us about feminism? And what can feminism teach us about Shakespeare? We will address issues including race, power, sexuality, and the body.";;1361;47;25;2;1;0;1;0;1;11am;Morning
English;ENGL 1511A;American Literature and the Civil War;An examination of the way the Civil War is represented in American literature from Reconstruction to the present. Authors to be considered include Grant, Twain, Dixon, Chesnutt, DuBois, Faulkner, Morrison, Ellison.;;1511;47;26;2;3;3;3;3;3;3;3
English;ENGL 1511K;Gothic Novels and Romantic Poems;"The difference between ""high Romantic"" poetry and Gothic popular fiction blurs when we look closely at these haunted and haunting texts. This seminar will examine some major Romantic poems by Wordsworth, Coleridge, Keats, Shelley, and Byron in tandem with Gothic novels by Ann Radcliffe, Matthew Lewis, Jane Austen, and Mary Shelley.";;1511;47;27;2;3;3;3;3;3;3;3
English;ENGL 1560A;Jane Austen and George Eliot;A survey of the major novels of Austen and Eliot. Readings will also include contemporary reviews and responses, letters, and Eliot's critical prose, as well as literary theory and criticism addressing questions such as novelistic form, realism and narrativity, the problem of the subject, the politics of aesthetics, and the changing status of the woman writer in the 19th century. Enrollment limited to 20 seniors and juniors. Instructor permission required.;;1560;47;28;2;0;0;1;0;0;3pm;Afternoon
English;ENGL 1561K;Restoration and Eighteenth-Century Drama;After almost two decades of closure, public theaters re-opened in 1660. This new beginning occasioned new plays, new kinds of performance and production, and new intersections between the stage and society. We will study works by Etherege, Wycherly, Congreve, Dryden, Behn, Gay, Lillo, Sheridan, and others. Not open to first-year students.;;1561;47;29;2;3;3;3;3;3;3;3
English;ENGL 1561N;What is an Author?: Poe, Hawthorne, Dickinson;What does it mean to be identified as an “author”? How did the practices of writing and reading change in 19th-century America? This course addresses such questions by reconsidering the literary careers of Hawthorn, Poe, and Emily Dickinson. Our work will investigate literary culture and book history, focusing on 19th-century. authors, readers, magazines, publishing, criticism, and popular media. Enrollment limited to 20.;;1561;47;30;2;3;3;3;3;3;3;3
English;ENGL 1561Y;In Excess: Rossetti, Hopkins, Wilde;This seminar will be a focused close reading of three late Victorian writers whose works might be described as radically excessive insofar as they transgress and push beyond the limits of social, ethical, aesthetic, sexual, and political conventions. What does it mean to describe a text as excessive, and how can excess be considered as a constitutive part of its form? We will concentrate on poetry, plays, and theoretical texts, putting our authors into conversation with contemporary thinkers of excess. Enrollment limited to 20.;;1561;47;31;2;0;0;0;0;1;3pm;Afternoon
